"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"BSE","EQ","08-Jul-2024","2,405.35","2,410.00","2,420.00","2,356.00","2,385.00","2,380.35","2,378.52","5,96,342","1,41,84,09,468.15","70,035","3,35,850","56.32"
"BSE","EQ","09-Jul-2024","2,380.35","2,390.00","2,453.95","2,328.00","2,333.95","2,336.60","2,370.78","11,66,229","2,76,48,75,754.25","98,477","8,22,422","70.52"
"BSE","EQ","10-Jul-2024","2,336.60","2,331.00","2,384.00","2,245.00","2,260.00","2,254.25","2,290.93","23,01,227","5,27,19,39,564.50","1,54,103","17,26,918","75.04"
"BSE","EQ","11-Jul-2024","2,254.25","2,272.00","2,388.00","2,272.00","2,345.65","2,332.55","2,338.04","23,47,668","5,48,89,30,430.10","1,57,383","13,44,607","57.27"
"BSE","EQ","12-Jul-2024","2,332.55","2,362.25","2,385.00","2,338.30","2,367.00","2,363.80","2,362.79","6,18,662","1,46,17,67,551.05","54,869","3,73,003","60.29"
"BSE","EQ","15-Jul-2024","2,363.80","2,380.00","2,389.00","2,330.00","2,376.00","2,371.25","2,355.48","6,62,301","1,56,00,38,760.15","75,280","4,32,832","65.35"
"BSE","EQ","16-Jul-2024","2,371.25","2,370.00","2,404.55","2,365.00","2,369.00","2,371.40","2,383.07","4,09,094","97,48,99,160.50","34,761","2,48,924","60.85"
"BSE","EQ","18-Jul-2024","2,371.40","2,365.00","2,366.90","2,284.00","2,303.50","2,300.40","2,303.52","7,53,728","1,73,62,28,280.70","66,882","5,23,256","69.42"
"BSE","EQ","19-Jul-2024","2,300.40","2,286.00","2,290.40","2,245.80","2,253.00","2,252.75","2,259.41","5,67,924","1,28,31,73,458.40","50,367","4,00,030","70.44"
"BSE","EQ","22-Jul-2024","2,252.75","2,220.00","2,298.00","2,180.00","2,194.00","2,208.35","2,238.96","5,55,326","1,24,33,50,316.80","56,370","3,27,094","58.90"
"BSE","EQ","23-Jul-2024","2,208.35","2,206.80","2,295.00","2,115.00","2,237.70","2,226.30","2,233.09","14,91,065","3,32,96,78,904.90","1,05,575","6,78,492","45.50"
"BSE","EQ","24-Jul-2024","2,226.30","2,245.00","2,435.00","2,243.60","2,419.00","2,413.50","2,380.80","21,55,888","5,13,27,28,037.25","1,27,567","8,92,546","41.40"
"BSE","EQ","25-Jul-2024","2,413.50","2,400.00","2,490.50","2,361.05","2,474.45","2,468.30","2,454.27","14,39,123","3,53,19,93,268.70","99,921","6,60,117","45.87"
"BSE","EQ","26-Jul-2024","2,468.30","2,473.45","2,477.80","2,421.70","2,448.00","2,447.50","2,450.83","4,49,183","1,10,08,70,355.75","37,466","2,26,648","50.46"
