"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"TRENT","EQ","06-Dec-2024","6,970.10","7,050.00","7,140.00","6,930.05","6,980.00","6,999.95","7,013.97","10,88,961","7,63,79,34,528.90","99,886","3,57,067","32.79"
"TRENT","EQ","09-Dec-2024","6,999.95","6,985.00","7,025.00","6,867.30","6,925.00","6,949.70","6,930.01","8,25,347","5,71,96,64,950.50","87,810","4,23,756","51.34"
"TRENT","EQ","10-Dec-2024","6,949.70","6,950.00","6,959.95","6,810.00","6,875.00","6,878.05","6,863.09","5,79,733","3,97,87,60,427.35","81,472","2,91,404","50.27"
"TRENT","EQ","11-Dec-2024","6,878.05","6,893.90","7,100.00","6,834.80","7,050.00","7,063.30","6,982.41","10,37,764","7,24,60,88,790.15","1,08,082","5,25,748","50.66"
"TRENT","EQ","12-Dec-2024","7,063.30","7,046.20","7,106.80","6,980.00","6,990.50","7,012.50","7,042.90","7,76,145","5,46,63,15,472.90","1,12,441","3,50,910","45.21"
"TRENT","EQ","13-Dec-2024","7,012.50","7,000.00","7,027.90","6,870.00","6,996.40","7,000.25","6,963.04","5,26,964","3,66,92,73,357.90","59,982","2,12,655","40.35"
"TRENT","EQ","16-Dec-2024","7,000.25","7,000.00","7,035.00","6,942.75","6,998.00","7,000.35","6,987.12","4,97,823","3,47,83,49,596.55","62,446","2,84,805","57.21"
"TRENT","EQ","17-Dec-2024","7,000.35","7,000.00","7,030.00","6,891.00","6,915.00","6,941.65","6,942.23","5,45,205","3,78,49,36,621.85","67,505","2,79,477","51.26"
"TRENT","EQ","18-Dec-2024","6,941.65","6,935.75","7,177.00","6,848.80","7,113.65","7,113.75","7,059.03","12,01,264","8,47,97,55,984.05","1,03,075","5,20,214","43.31"
"TRENT","EQ","19-Dec-2024","7,113.75","6,995.00","7,184.40","6,991.60","7,096.50","7,092.00","7,114.35","6,60,251","4,69,72,53,931.80","75,957","1,81,775","27.53"
"TRENT","EQ","20-Dec-2024","7,092.00","7,125.00","7,188.00","6,789.40","6,880.00","6,831.55","6,962.77","7,68,861","5,35,34,04,804.05","75,416","3,27,963","42.66"
"TRENT","EQ","23-Dec-2024","6,831.55","6,870.00","7,070.00","6,860.05","6,950.00","6,946.00","6,978.95","7,83,189","5,46,58,37,715.90","85,647","3,15,641","40.30"
"TRENT","EQ","24-Dec-2024","6,946.00","6,976.00","7,079.00","6,902.00","6,995.00","7,007.15","7,012.92","4,86,797","3,41,38,69,348.45","55,268","2,02,013","41.50"
"TRENT","EQ","26-Dec-2024","7,007.15","7,047.95","7,075.00","6,948.05","7,060.00","7,063.70","7,018.90","4,40,974","3,09,51,50,279.00","51,536","1,89,296","42.93"
"TRENT","EQ","27-Dec-2024","7,063.70","7,101.00","7,234.00","7,075.00","7,125.00","7,118.30","7,161.35","5,30,288","3,79,75,79,095.90","59,301","1,79,159","33.79"
